p;pi+;p+;e+;K
1.17002369668246;0.141860711103355;0.116925699140533;0.503147495053025;0.000282418368980933
1.18720379146919;0.158586957492903;0.116658093503094;0.502565312438989;0.000232051445351374
1.20438388625592;0.159848195543768;0.116390487865656;0.489203381583381;0.000181684521721815
1.22156398104265;0.160424670485116;0.116122882228218;0.484411214487702;0.000131317598092257
1.23874407582938;0.161001145426465;0.115855276590779;0.48378051665583;8.0950674462698E-05
1.25592417061611;0.162521416903276;0.115665979189512;0.483149818823959;3.05837508331395E-05
1.27310426540284;0.178938871231472;0.115619674085536;0.478578328396804;2.58332730487348E-05
1.29028436018957;0.179408802949337;0.115573368981559;0.465168870578265;3.64332366096075E-05
1.3074644549763;0.179878734667202;0.115527063877583;0.464575272618856;4.70332001704802E-05
1.32464454976303;0.180348666385067;0.115480758773606;0.463981674659448;5.7633163731353E-05
1.34182464454976;0.19537720357492;0.11543445366963;0.463388076700039;6.82331272922257E-05
1.35900473933649;0.198746837522134;0.115388148565654;0.445950017790808;7.88330908530986E-05
1.37618483412322;0.199357558499603;0.115341843461677;0.445381153079708;8.94330544139713E-05
1.39336492890995;0.199968279477071;0.115295538357701;0.444812288368608;0.000100033017974844
1.41054502369668;0.20057900045454;0.115249233253724;0.444243423657509;0.000110632981535717
1.42772511848341;0.217795737703418;0.115202928149748;0.426629553471846;0.00012123294509659
1.44490521327014;0.21828088988178;0.115156623045772;0.426087324566617;0.000131832908657462
1.46208530805687;0.218766042060143;0.115111216628229;0.425545095661388;0.000142432872218335
1.4792654028436;0.219251194238506;0.115065972881323;0.425002866756159;0.000152400665453036
1.49644549763033;0.233570715242204;0.115020729134417;0.417619557590678;0.000141800701892164
1.51362559241706;0.237516658393071;0.11497548538751;0.406867501039259;0.000131200738331292
1.53080568720379;0.238011323359244;0.114930241640604;0.406348102824777;0.000120600774770419
1.54798578199052;0.238505988325418;0.114884997893698;0.405828704610294;0.000110000811209547
1.56516587677725;0.244254566288215;0.114839754146792;0.405309306395811;9.94008476486748E-05
1.58234597156398;0.256765690737942;0.114794510399886;0.387598415364443;8.88008840878025E-05
1.59952606635071;0.257336458006604;0.11474926665298;0.38711326318608;7.82009205269303E-05
1.61670616113744;0.257907225275266;0.114704022906073;0.386628111007717;6.7600956966058E-05
1.63388625592417;0.258477992543929;0.114658779159167;0.386142958829355;5.70009934051857E-05
1.6510663507109;0.275864847182129;0.114613535412261;0.373369185240394;4.64010298443134E-05
1.66824644549763;0.276310045651685;0.114561759065155;0.36770673177196;3.58010662834411E-05
1.68542654028436;0.276755244121241;0.114501363923936;0.367100767188396;2.52011027225689E-05
1.70260663507109;0.277200442590798;0.114440968782717;0.366494802604833;4.57932457757218E-05
1.71978672985782;0.285399686114368;0.114380573641498;0.363096086156081;0.000135353481287682
1.73696682464455;0.295608484948067;0.114320178500279;0.348418068069904;0.000224913716799642
1.75414691943128;0.296127883162549;0.11425978335906;0.347861569982958;0.000314473952311602
1.77132701421801;0.296647281377032;0.114199388217841;0.347305071896013;0.000404034187823562
1.78850710900474;0.297166679591514;0.114138993076622;0.346748573809067;0.000493594423335521
1.80568720379147;0.314768409989764;0.114078597935403;0.328622874031675;0.000583154658847481
1.8228672985782;0.315310638894993;0.114018202794184;0.328258745653797;0.000672714894359441
1.84004739336493;0.315852867800222;0.113957807652966;0.327894617275919;0.0007622751298714
1.85722748815166;0.316395096705451;0.113897412511747;0.327530488898041;0.000851835365383361
1.87440758293839;0.32467494899284;0.113837017370528;0.321651225529327;0.00094139560089532
1.89158767772512;0.335947319886834;0.113615516832975;0.312409112026994;0.00103095583640728
1.90876777251185;0.339119561509937;0.113162123021221;0.305853500934406;0.00112051607191924
1.92594786729858;0.342291803133041;0.112708729209467;0.303933640072472;0.00126997244009325
1.94312796208531;0.345464044756144;0.112255335397713;0.302013779210538;0.00164405230817604
1.96030805687204;0.348636286379248;0.111801941585959;0.300093918348605;0.00201813217625883
1.97748815165877;0.344811504671016;0.111348547774205;0.298174057486671;0.00239221204434161
1.9946682464455;0.340191404927274;0.110895153962451;0.296254196624737;0.0027662919124244
2.01184834123223;0.341924012782139;0.108548433439303;0.309504715315596;0.00314037178050718
2.02902843601896;0.34371964660935;0.104487269400228;0.30411827758237;0.00265762115470219
2.04620853080569;0.345515280436561;0.106296763711493;0.298731839849143;-0.000933860750224807
2.06338862559242;0.360231477221505;0.108541305995507;0.293345402115916;-0.000475235660157908
2.08056872037915;0.347045525884149;0.110785848279521;0.305478109646742;-1.66105700910091E-05
2.09774881516588;0.346579800845031;0.113030390563535;0.296265283817359;0.00044201451997589
2.11492890995261;0.352501571977323;0.114618480494789;0.287052457987975;0.000900639610042788
2.13210900473934;0.358423343109614;0.115522399817323;0.277839632158592;0.0013592647001097
2.14928909952607;0.364345114241906;0.116426319139857;0.275585679710689;0.0018178897901766
2.1664691943128;0.370266885374198;0.117330238462391;0.27571552926431;0.00221064716260498
2.18364928909953;0.376360476853011;0.118234157784925;0.27584537881793;0.00260109825279705
2.20082938388626;0.383101139887762;0.119138077107459;0.275975228371551;0.00299154934298912
2.21800947867299;0.386224897073261;0.120041996429993;0.271565070301924;0.00338200043318121
2.23518957345972;0.386820361692919;0.120945915752527;0.266854727458365;0.00377245152337327
2.25236966824645;0.387415826312578;0.121849835075061;0.262144384614805;0.00416290261356535
2.26954976303318;0.388011290932236;0.122753754397595;0.259108488658751;0.00455335370375742
2.28672985781991;0.388606755551894;0.123657673720129;0.259217906398551;0.00494380479394949
2.30390995260664;0.389323398068454;0.124091634272954;0.259327324138352;0.00533425588414157
2.32109004739336;0.393589735593447;0.124313582632776;0.259436741878152;0.00572470697433363
2.33827014218009;0.39785607311844;0.124535530992599;0.257915061873118;0.00611515806452571
2.35545023696682;0.401677507259065;0.124757479352422;0.253586193791357;0.0063070651112414
2.37263033175355;0.401886090986468;0.124979427712245;0.249257325709596;0.00643691466486203
2.38981042654028;0.402094674713872;0.125201376072068;0.244928457627835;0.00656676421848265
2.40699052132701;0.402303258441275;0.126192827592865;0.242696856178072;0.00669661377210328
2.42417061611374;0.402511842168678;0.127237283324409;0.242791487736819;0.0068264633257239
2.44135071090047;0.405566697464636;0.128281739055953;0.242886119295565;0.00695631287934453
2.4585308056872;0.408879973203414;0.129326194787497;0.242980750854311;0.00709946476313664
2.47571090047393;0.412193248942192;0.130370650519041;0.240843666347782;0.00736253658605639
2.49289099526066;0.41550652468097;0.131415106250585;0.236422598212603;0.00762560840897612
2.51007109004739;0.41752215003683;0.132058070762048;0.232001530077425;0.00788868023189588
2.52725118483412;0.418465371297662;0.132692890801972;0.227580461942246;0.00815175205481562
2.54443127962085;0.419408592558493;0.133327710841895;0.225994109701796;0.00841482387773537
2.56161137440758;0.420351813819325;0.133962530881818;0.226158998023854;0.00867789570065511
2.57879146919431;0.421295035080157;0.134597350921741;0.226323886345912;0.00895898309646962
2.59597156398104;0.422238256340989;0.135232170961664;0.22648877466797;0.00926320205066651
2.61315165876777;0.423289132313498;0.135828047448994;0.223766834813903;0.00956742100486341
2.6303317535545;0.431277284482531;0.13640014828604;0.219282441034348;0.0098716399590603
2.64751184834123;0.433809316888265;0.136972249123087;0.214798047254793;0.0101758589132572
2.66469194312796;0.434593887961664;0.137544349960134;0.210313653475238;0.0104800778674541
2.68187203791469;0.435378459035063;0.13811645079718;0.209801007870297;0.010784296821651
2.69905213270142;0.436163030108461;0.138648763155582;0.209949407360149;0.0110885157758479
2.71623222748815;0.43694760118186;0.139040537808792;0.210097806850001;0.0113927347300448
2.73341232227488;0.437732172255259;0.139432312462002;0.210028476819502;0.0116969536842417
2.75059241706161;0.440717352521384;0.139824087115212;0.205860661359825;0.0120011726384386
2.76777251184834;0.44585637189219;0.140215861768421;0.201692845900148;0.0123053915926354
2.78495260663507;0.449518649627222;0.140694132381586;0.197525030440471;0.0124714489768345
2.8021327014218;0.450114878783259;0.14158397142788;0.193357214980794;0.0123506517920949
2.81931279620853;0.450711107939296;0.142473810474174;0.192579454950444;0.0122298546073553
2.83649289099526;0.451307337095333;0.143363649520467;0.191856754029275;0.0121090574226156
2.85367298578199;0.45190356625137;0.144253488566761;0.191134053108107;0.011988260237876
2.87085308056872;0.452499795407408;0.145143327613055;0.190411352186938;0.0118674630531364
2.88803317535545;0.453096024563445;0.146033166659349;0.189688651265769;0.0117466658683968
2.90521327014218;0.455927055361636;0.145466643882453;0.188965950344601;0.0116258686836571
2.92239336492891;0.464072772537494;0.143198557448607;0.188243249423432;0.0115050714989175
2.93957345971564;0.462756974818615;0.140930471014761;0.179510496344285;0.0113842743141779
2.95675355450237;0.461441177099735;0.138662384580915;0.179946355597843;0.0108525057540198
2.9739336492891;0.460125379380855;0.136394298147069;0.180560697571962;0.00895344004099374
2.99111374407583;0.458809581661976;0.137347191534046;0.181175039546081;0.00705437432796771
3.00829383886256;0.457493783943096;0.146628815473198;0.1817893815202;0.00515530861494163
3.02547393364929;0.461127500518627;0.149396819291059;0.182403723494319;0.0100590201487861
3.04265402843602;0.467762541754518;0.15216482310892;0.180109749036334;0.0152438811551851
3.05983412322275;0.467480107506776;0.154932826926781;0.174248086406361;0.0153935978002726
3.07701421800948;0.455747272840342;0.154007651178815;0.168386423776389;0.0155433144453601
3.09419431279621;0.465588912250067;0.146718268237275;0.162685039968344;0.0156930310904477
3.11137440758294;0.476460135343767;0.148659521096127;0.162951378000132;0.0158427477355352
3.12855450236967;0.476625318109257;0.152190048494237;0.163217716031919;0.0159924643806227
3.1457345971564;0.476790500874747;0.155720575892347;0.163484054063707;0.0161421810257102
3.16291469194313;0.476955683640237;0.159251103290457;0.163750392095494;0.0162918976707978
3.18009478672986;0.477120866405727;0.162377299669497;0.160949679443941;0.0164416143158853
3.19727488151659;0.477286049171217;0.165119212118719;0.157869422206749;0.0165913309609728
3.21445497630332;0.477974752907487;0.167861124567941;0.154789164969557;0.0167246379437259
3.23163507109005;0.478892341057474;0.170603037017162;0.151708907732365;0.0167884842358716
3.24881516587678;0.47980992920746;0.172059808918038;0.148628650495172;0.0168523305280173
3.26599526066351;0.480727517357446;0.172409607715547;0.148693248279756;0.016916176820163
3.28317535545024;0.481645105507433;0.172759406513056;0.148952947386998;0.0169800231123087
3.30035545023697;0.482562693657419;0.173109205310564;0.149212646494239;0.0170438694044544
3.3175355450237;0.48338529854644;0.173459004108073;0.148986635428552;0.0171077156966
3.33471563981043;0.483816497064123;0.173971980771695;0.145640962245173;0.0171715619887457
3.35189573459716;0.484247695581807;0.176501786005419;0.142295289061795;0.0172354082808914
3.36907582938389;0.48467889409949;0.179031591239142;0.138949615878416;0.0172992545730371
3.38625592417062;0.485110092617174;0.181561396472866;0.135603942695038;0.0173631008651828
3.40343601895735;0.485541291134858;0.184091201706589;0.133475319880591;0.0174269471573285
3.42061611374408;0.485972489652541;0.185117675529865;0.133785829682727;0.0174907934494742
3.43779620853081;0.48672629937478;0.185580297421306;0.134096339484863;0.0175628549217568
3.45497630331754;0.487573491399126;0.186042919312748;0.134406849287;0.0176750594140841
3.47215639810427;0.488420683423472;0.18650554120419;0.133496549220728;0.0177872639064113
3.489336492891;0.489267875447818;0.186968163095632;0.13034836004315;0.0178994683987385
3.50651658767773;0.490115067472164;0.188268190895063;0.127200170865572;0.0180116728910658
3.52369668246445;0.490709002506107;0.190907903032737;0.124051981687994;0.018123877383393
3.54087677725118;0.491004873988999;0.19354761517041;0.120903792510416;0.0182360818757203
3.55805687203791;0.491300745471892;0.196187327308084;0.118670623293787;0.0183482863680475
3.57523696682464;0.491596616954784;0.198472288998467;0.118967422273492;0.0184604908603747
3.59241706161137;0.491892488437677;0.198849932476374;0.119264221253196;0.018572695352702
3.6095971563981;0.492230362412967;0.199227575954281;0.119561020232901;0.0186848998450292
3.62677725118483;0.493079511667789;0.199605219432189;0.118936183167837;0.0187971043373565
3.64395734597156;0.49392866092261;0.199982862910096;0.115799146995397;0.0189093088296837
3.66113744075829;0.494777810177432;0.200360506388003;0.112662110822957;0.0189707188760401
3.67831753554502;0.495626959432254;0.202198852166582;0.109525074650517;0.0190155838380884
3.69549763033175;0.496476108687076;0.204679929209608;0.106388038478077;0.0190604488001367
3.71267772511848;0.497325257941898;0.207161006252634;0.104262552983683;0.019105313762185
3.72985781990521;0.497812507128824;0.209642083295659;0.104571848762533;0.0191501787242334
3.74703791469194;0.498032704213587;0.21130266869735;0.104881144541382;0.0191950436862817
3.76421800947867;0.498252901298349;0.211418000909573;0.105190440320232;0.01923990864833
3.7813981042654;0.498473098383112;0.211533333121795;0.104853510135252;0.0192847736103783
3.79857819905213;0.498693295467875;0.211648665334017;0.101647440581108;0.0193296385724266
3.81575829383886;0.498913492552637;0.212904010256413;0.0984413710269642;0.019374503534475
3.83293838862559;0.499749234493433;0.216126363191386;0.0952353014728203;0.0194193684965233
3.85011848341232;0.500608522843835;0.219348716126359;0.0920292319186765;0.0194642334585716
3.86729857819905;0.501467811194237;0.222571069061333;0.0888231623645326;0.0195090984206199
3.88447867298578;0.502327099544638;0.225793421996306;0.088414104677081;0.0186816998842556
3.90165876777251;0.50318638789504;0.229015774931279;0.0882405222434964;0.0175367153758852
3.91883886255924;0.504045676245442;0.228437158390565;0.0880669398099118;0.0163917308675149
3.93601895734597;0.498543010002483;0.227510766559758;0.0878933573763272;0.0152467463591445
3.9531990521327;0.490853725096249;0.226584374728952;0.0877197749427426;0.0141017618507742
3.97037914691943;0.492261211813335;0.225657982898145;0.087546192509158;0.0129567773424038
3.98755924170616;0.493668698530422;0.228539488849598;0.0864911294149552;0.0118117928340334
4.00473933649289;0.495076185247508;0.234467011268456;0.0850149450158996;0.0114011727079588
4.02191943127962;0.496483671964595;0.237833442019026;0.083538760616844;0.0110547053275693
4.03909952606635;0.4918620568059;0.237985163885517;0.0820625762177883;0.0121496132077939
4.05627962085308;0.49017857028668;0.238136885752007;0.0805863918187327;0.015030309187277
4.07345971563981;0.492427516512389;0.238288607618498;0.0791102074196771;0.01791100516676
4.09063981042654;0.494676462738099;0.238440329484989;0.0840751872291794;0.0207507484810829
4.10781990521327;0.496925408963808;0.238592051351479;0.0832293724897489;0.0208436489747302
4.125;0.499174355189517;0.240913790477694;0.0823835577503185;0.0209365494683775
4.14218009478673;0.501423301415226;0.243577170795567;0.0815377430108881;0.0210294499620248
4.15936018957346;0.501716514231692;0.24624055111344;0.0806919282714575;0.0211223504556721
4.17654028436019;0.501104867685679;0.248903931431312;0.0798461135320271;0.0212152509493194
4.19372037914692;0.500493221139667;0.251567311749185;0.0790002987925967;0.0213081514429667
4.21090047393365;0.499881574593655;0.254014002213875;0.0781544840531662;0.021401051936614
4.22808056872038;0.499269928047642;0.254714917318487;0.0773086693137358;0.0214939524302612
4.24526066350711;0.49865828150163;0.2554158324231;0.0764628545743054;0.0215868529239085
4.26244075829384;0.498046634955618;0.256116747527712;0.0756170398348749;0.0216797534175558
4.27962085308057;0.497434988409606;0.256817662632325;0.0752468088337744;0.0217726539112031
4.2968009478673;0.496823341863593;0.257518577736937;0.0750625887774062;0.0218655544048504
4.31398104265403;0.496211695317581;0.260905179970473;0.074878368721038;0.0219493679155353
4.33116113744076;0.495600048771569;0.265184524622067;0.0746941486646698;0.0220271009816484
4.34834123222749;0.495152267940192;0.26946386927366;0.0745099286083016;0.0221048340477614
4.36552132701422;0.494882450685916;0.270696080418209;0.0743257085519334;0.0221825671138745
4.38270142180095;0.494612633431639;0.271291545037867;0.0735382788624317;0.0222603001799875
4.39988151658768;0.494342816177363;0.271887009657525;0.0726561775469751;0.0223380332461005
4.41706161137441;0.494072998923086;0.272482474277183;0.0717740762315185;0.0224157663122136
4.43424170616114;0.493803181668809;0.273077938896842;0.0708919749160618;0.0224934993783266
4.45142180094787;0.493533364414533;0.274663309384127;0.0700098736006052;0.0225712324444396
4.4686018957346;0.492831151623527;0.278903632655919;0.0691277722851486;0.0226489655105527
4.48578199052133;0.492032320327089;0.283143955927711;0.0685003781019705;0.0227266985766657
4.50296208530806;0.491233489030651;0.28615337879103;0.0683183485119001;0.0228044316427787
4.52014218009479;0.490434657734213;0.286858884562458;0.0681363189218297;0.0228821647088918
4.53732227488152;0.489635826437774;0.287564390333886;0.0679542893317593;0.0229598977750048
4.55450236966825;0.488890376344677;0.288269896105315;0.0677722597416888;0.0230376308411178
4.57168246445498;0.488520777615234;0.288975401876743;0.0675902301516184;0.0231153639072308
4.58886255924171;0.488151178885791;0.289680907648171;0.0668629862459265;0.0231930969733439
4.60604265402844;0.487781580156348;0.290993833794628;0.06595553719152;0.0232708300394569
4.62322274881517;0.487411981426905;0.29801515748375;0.0650480881371136;0.0233485631055699
4.6404028436019;0.487042382697461;0.301977270871659;0.0641406390827071;0.023426296171683
4.65758293838863;0.486672783968018;0.302504089060634;0.0632331900283007;0.023504029237796
4.67476303317536;0.486055809374436;0.303030907249609;0.0623257409738943;0.023581762303909
4.69194312796209;0.485335124617867;0.303557725438584;0.0615417309659808;0.023659495370022
4.70912322274881;0.484614439861298;0.304084543627559;0.0611259323953573;0.0237372284361351
4.72630331753555;0.483893755104728;0.304611361816534;0.0607101338247338;0.0238149615022481
4.74348341232227;0.483173070348159;0.308362958414999;0.0602943352541103;0.0238322794586098
4.760663507109;0.482456996081776;0.312397393215163;0.0598785366834869;0.0235378083140404
4.77784360189573;0.482133597193514;0.316431828015326;0.0594627381128634;0.0232433371694711
4.79502369668246;0.481810198305251;0.317220695719771;0.0590469395422399;0.0229488660249017
4.81220379146919;0.481486799416988;0.317464616720332;0.0583312694737031;0.0226543948803323
4.82938388625592;0.481163400528726;0.317708537720894;0.0575547485320114;0.022359923735763
4.84656398104265;0.480840001640463;0.317952458721455;0.0567782275903198;0.0220654525911936
4.86374407582938;0.4805166027522;0.320587061805067;0.0560017066486281;0.0217709814466242
4.88092417061611;0.477900838795174;0.323807731814561;0.0552251857069364;0.0214765103020548
4.89810426540284;0.47370417133215;0.327028401824055;0.0544486647652447;0.0211820391574855
4.91528436018957;0.469507503869127;0.330249071833549;0.0541056999992106;0.0208875680129161
4.9324644549763;0.465310836406103;0.33049449079433;0.0540495046041563;0.0205930968683467
4.94964454976303;0.46111416894308;0.328768816726621;0.053993309209102;0.0202986257237774
4.96682464454976;0.47484577153642;0.327043142658912;0.0539371138140477;0.0168095478644681
4.98400473933649;0.475527381624834;0.325317468591202;0.0538809184189934;0.0132212214611962
5.00118483412322;0.476208991713248;0.327270512923687;0.0538247230239391;0.00980676450055765
5.01836492890995;0.476890601801662;0.331411957946042;0.05337379276566;0.0143553634473276
5.03554502369668;0.471527720064398;0.336141415495208;0.0527682473896954;0.0189039623940978
5.05272511848341;0.460489707729824;0.342303704311319;0.0521627020137309;0.0211308967173394
5.06990521327014;0.461156853287963;0.348465993127431;0.0515571566377663;0.0218024044089204
5.08708530805687;0.461823998846102;0.338694254976283;0.0509516112618018;0.0224739121005015
5.1042654028436;0.462491144404241;0.33259942406842;0.0503460658858372;0.0231454197920825
5.12144549763033;0.46315828996238;0.337275553826782;0.0498972773262724;0.0238169274836635
5.13862559241706;0.463825435520519;0.341951683585144;0.0494971506026009;0.0244884351752445
5.15580568720379;0.464492581078658;0.346627813343506;0.0490970238789293;0.0251599428668255
5.17298578199052;0.464789654446957;0.351303943101868;0.0486968971552577;0.0258132201312162
5.19016587677725;0.463619127566162;0.356135437692556;0.0482967704315861;0.0258414867007118
5.20734597156398;0.462448600685367;0.361179117789968;0.0478966437079145;0.0258697532702075
5.22452606635071;0.461278073804572;0.364307663363464;0.0474965169842429;0.0258980198397031
5.24170616113744;0.460107546923777;0.365136514777716;0.0470963902605713;0.0259262864091987
5.25888625592417;0.458937020042982;0.365965366191967;0.0466962635368997;0.0259545529786944
5.2760663507109;0.457766493162187;0.366794217606219;0.0462961368132282;0.02598281954819
5.29324644549763;0.456595966281392;0.367623069020471;0.0458960100895566;0.0260110861176856
5.31042654028436;0.455425439400597;0.368451920434723;0.045495883365885;0.0260393526871812
5.32760663507109;0.454254912519802;0.369280771848975;0.0452192340695838;0.0260676192566769
5.34478672985782;0.454345083303611;0.374832327342955;0.045043852854304;0.0260958858261725
5.36196682464455;0.454971658927432;0.379975414898711;0.0448684716390241;0.0261241523956681
5.37914691943128;0.455598234551252;0.38037047840548;0.0446930904237443;0.0261524189651637
5.39632701421801;0.456224810175072;0.380765541912249;0.0445177092084644;0.0261949222572152
5.41350710900474;0.455100293487579;0.381160605419017;0.0443423279931846;0.0262691220021413
5.43068720379147;0.453240603678039;0.381555668925786;0.0441669467779047;0.0263433217470674
5.4478672985782;0.4513809138685;0.381950732432555;0.0436386554674291;0.0264175214919935
5.46504739336493;0.44952122405896;0.384213003649038;0.0430655808417235;0.0264917212369196
5.48222748815166;0.447661534249421;0.388166639703149;0.0424925062160179;0.0265659209818457
5.49940758293839;0.445801844439881;0.39212027575726;0.0419194315903122;0.0266401207267718
5.51658767772512;0.443942154630341;0.394631355840258;0.0413463569646066;0.0267143204716978
5.53376777251185;0.444161921047902;0.39554731046929;0.0408113402937958;0.0267885202166239
5.55094786729858;0.444694475245527;0.396463265098321;0.0404340415908227;0.02686271996155
5.56812796208531;0.445227029443153;0.397379219727353;0.0400567428878495;0.0269369197064761
5.58530805687204;0.445759583640778;0.398295174356385;0.0396794441848763;0.0270111194514022
5.60248815165877;0.444363121292463;0.399211128985417;0.0393021454819032;0.0270853191963283
5.6196682464455;0.442492883277271;0.400127083614449;0.03892484677893;0.0271448880638945
5.63684834123223;0.44062264526208;0.405236399231832;0.0385475480759569;0.0271943545605119
5.65402843601896;0.438752407246889;0.410323515328589;0.0382404449695309;0.0272438210571293
5.67120853080569;0.436882169231698;0.410822302502814;0.0379537641368619;0.0272932875537467
5.68838862559242;0.435011931216507;0.41132108967704;0.037667083304193;0.0273427540503641
5.70556872037915;0.433141693201315;0.411819876851265;0.037380402471524;0.0273922205469815
5.72274881516588;0.433495440433317;0.41231866402549;0.0370937216388551;0.0274416870435989
5.73992890995261;0.434030795582192;0.412817451199716;0.0368070408061861;0.0274911535402163
5.75710900473934;0.434566150731067;0.415457381029199;0.0364910160650108;0.0275406200368336
5.77428909952607;0.435101505879942;0.419733473899141;0.035943767810766;0.027590086533451
5.7914691943128;0.433467874371578;0.424009566769084;0.0353965195565213;0.0276395530300684
5.80864928909953;0.431596825832858;0.426620264091805;0.0348492713022765;0.0276890195266858
5.82582938388626;0.429725777294137;0.428308233229831;0.0343020230480318;0.0277384860233032
5.84300947867299;0.427854728755416;0.429996202367858;0.033754774793787;0.0271086655919535
5.86018957345972;0.425983680216696;0.431684171505885;0.0332075265395423;0.0263801590054066
5.87736966824645;0.424112631677975;0.433372140643911;0.0326602782852976;0.0256516524188597
5.89454976303318;0.422241583139255;0.435060109781938;0.0321130300310528;0.0249231458323128
5.91172985781991;0.416165709906778;0.436748078919965;0.0315657817768081;0.0241946392457659
5.92890995260664;0.410077466252791;0.43616045374673;0.0310185335225633;0.023466132659219
5.94609004739336;0.403989222598805;0.434537863528857;0.0304712852683186;0.0224449577822692
5.96327014218009;0.423562261725622;0.432915273310984;0.0304570842235778;0.0203302650518759
5.98045023696682;0.420688131857919;0.431292683093111;0.0307272907358523;0.0182155723214826
5.99763033175355;0.417810583305525;0.432545004803654;0.0309974972481267;0.0161008795910895
6.01481042654028;0.414933034753131;0.436840779509902;0.0312677037604011;0.0187998123642284
6.03199052132701;0.412055486200737;0.441016206185411;0.0315379102726756;0.0221543828323363
6.04917061611374;0.407320272079599;0.445100066090127;0.03180811678495;0.0255089533004443
6.06635071090047;0.404742744430607;0.449183925994844;0.0315420480957935;0.0258474659209811
6.0835308056872;0.406883407071724;0.45326778589956;0.0311491004645802;0.0256617855836783
6.10071090047393;0.409024069712841;0.437670779872338;0.0307561528333669;0.0254761052463754
6.11789099526066;0.411164732353958;0.441930931081021;0.0303632052021536;0.0252904249090726
6.13507109004739;0.412881633209959;0.446191082289704;0.0299702575709404;0.0251047445717698
6.15225118483412;0.411090176769962;0.450451233498387;0.0295773099397271;0.024919064234467
6.16943127962085;0.409298720329966;0.454711384707069;0.0291843623085138;0.0247333838971642
6.18661137440758;0.407507263889969;0.458805437706046;0.0289038457013549;0.0245477035598614
6.20379146919431;0.405715807449972;0.462029619657211;0.0287033254150669;0.0243620232225586
6.22097156398104;0.403924351009976;0.465253801608377;0.0285028051287789;0.0241763428852557
6.23815165876777;0.402132894569979;0.468477983559542;0.0283022848424908;0.0239906625479529
6.2553317535545;0.400341438129982;0.470681753413597;0.0281017645562028;0.0238049822106501
6.27251184834123;0.400328834202439;0.471445292724288;0.0279012442699147;0.0236232352993241
