# Parameters: 10 10 10 
# p=10000MeV/c
# L=10cm Pb=10%m d=9.91642
0;0;39.2934;190;-152.816;0.676047
0;0;-75.9147;190;-151.106;0.843704
0;0;495.847;190;183.29;0.988313
0;0;-55.8369;190;48.0612;0.904689
0;0;-130.221;190;-126.286;1.27698
0;0;-245.297;190;-105.701;0.510999
NN
939.565;0;-16.1138;190;-54.2124;4.84144
NN
939.565;0;-209.932;190;-23.7738;4.42493
NN
939.565;0;2.83341;190;89.3072;7.24707
NN
939.565;0;-489.658;190;-32.2733;5.78452
NN
939.565;0;-239.833;190;-284.352;4.67206
0;0;-43.4058;190;-110.495;0.806937
NN
939.565;0;90.029;190;-210.651;1.3604
NN
939.565;0;-141.348;190;-10.434;64.0306
NN
939.565;0;-56.4872;190;-143.968;0.465995
NN
939.565;0;124.883;190;-397.71;1.2719
NN
939.565;0;-233.629;190;-281.256;0.381405
NN
939.565;0;-348.569;190;141.764;0.415303
NN
939.565;0;372.729;190;179.4;0.221919
NN
939.565;0;9.72247;190;-93.7159;1.47733
NN
939.565;0;-171.652;190;422.904;2.30467
NN
939.565;0;-131.836;190;-435.885;2.65231
NN
939.565;0;492.015;190;305.04;22.3473
NN
939.565;0;-195.413;190;421.039;172.379
NN
939.565;0;85.9599;190;-416.808;0.252276
139.57;1;-54.4052;190;431.259;279.277
0;0;-26.6213;190;144.815;1.25902
938.272;1;104.256;190;253.489;302.293
NN
939.565;0;13.1947;190;103.681;0.0914252
0;0;18.0728;190;-327.919;1.82217
134.977;0;-160.475;190;-132.7;35.0555
139.57;1;44.8913;190;99.4747;185.587
0;0;52.6857;190;189.289;1.89776
0;0;76.8354;190;267.187;2.40125
NN
939.565;0;-61.2779;190;64.0973;4.14112
NN
939.565;0;176.755;190;-318.472;2.18708
NN
939.565;0;-488.031;190;385.104;13.1073
NN
939.565;0;-62.7041;190;-31.311;2.08017
NN
939.565;0;174.827;190;-103.168;0.774679
0;0;-49.6724;190;8.82362;1.08912
0;0;43.4712;190;145.227;1.49187
0;0;-88.9516;190;219.254;0.517855
NN
939.565;0;7.06289;190;15.384;61.9356
NN
939.565;0;349.715;190;-89.26;31.4293
139.57;-1;-19.9459;190;312.394;20.1138
NN
939.565;0;-123.437;190;435.769;77.1993
134.977;0;140.042;190;354.604;386.402
0;0;77.5779;190;-325.798;0.879668
NN
939.565;0;149.602;190;302.528;2.67752
0;0;-397.354;190;149.852;3.21596
0;0;-232.298;190;455.14;0.402444
NN
939.565;0;289.076;190;339.125;0.239154
NN
939.565;0;69.117;190;373.306;6.21303
0;0;-142.109;190;90.7341;1.29072
0;0;-238.833;190;484.377;0.495185
NN
939.565;0;487.337;190;-181.016;9.35117
0;0;-199.352;190;219.697;1.73907
0;0;-121.265;190;-359.892;0.366131
0;0;381.316;190;229.176;0.510999
NN
939.565;0;-58.7911;190;442.516;87.4218
NN
939.565;0;224.884;190;-408.906;91.2438
NN
939.565;0;334.139;190;-42.6861;1.35495
0;0;-337.123;190;191.216;0.714272
NN
939.565;0;75.4023;190;123.637;0.0754748
NN
939.565;0;28.385;190;85.0395;1.96257
NN
939.565;0;-13.446;190;-176.512;2.70229
NN
939.565;0;-106.269;190;245.119;4.14548
NN
939.565;0;55.6233;190;165.328;4.38126
0;0;355.268;190;153.398;0.510599
139.57;1;-92.6032;190;108.698;46.5786
0.510999;-1;-97.0939;199.212;109.892;0.00215829
NN
939.565;0;165.893;190;-14.9121;155.698
938.272;1;124.87;190;454.272;200.137
0;0;-39.5921;190;37.8818;1.98381
NN
939.565;0;262.63;190;208.384;0.551119
0;0;-100.967;190;77.3563;1.40683
NN
939.565;0;233.339;190;236.241;5.64884
NN
939.565;0;120.678;190;-116.248;7.6687
0;0;-232.641;190;222.863;1.6247
0;0;-64.2273;190;-102.727;0.446388
NN
939.565;0;-415.519;190;365.914;4.6338
NN
939.565;0;195.117;190;-296.811;4.66668
NN
939.565;0;-199.754;190;-63.7808;23.182
NN
939.565;0;40.0035;190;36.9834;14.4434
NN
939.565;0;23.1753;190;359.585;25.0633
NN
939.565;0;-116.89;190;-341.172;1.87521
NN
939.565;0;-0.772371;190;-112.337;6.46748
938.272;1;23.3823;190;86.8029;96.5168
NN
939.565;0;84.3354;190;274.428;35.4031
NN
939.565;0;-220.415;190;-101.033;12.7355
NN
939.565;0;365.745;190;-99.1164;35.1012
NN
939.565;0;142.486;190;25.0044;42.7768
0;0;-66.4031;190;118.827;0.975919
NN
939.565;0;-220.15;190;61.8632;1.6238
NN
939.565;0;-131.599;190;44.2194;2.98094
NN
939.565;0;148.439;190;199.944;8.00927
NN
939.565;0;-76.3269;190;290.31;55.368
NN
939.565;0;-150.858;190;85.9319;1.03752
0;0;110.528;190;-83.0916;1.91135
NN
939.565;0;-21.8899;190;-26.8964;2.18688
NN
939.565;0;11.8739;190;213.178;214.8
139.57;-1;-141.759;190;367.867;557.81
NN
939.565;0;138.269;190;-48.4201;168.807
0;0;-137.846;190;-155.769;0.23711
0;0;60.2301;190;-78.8285;1.6612
NN
939.565;0;137.565;190;-162.383;3.24446
NN
939.565;0;-208.165;190;-189.483;3.21877
NN
939.565;0;209.345;190;25.8006;3.34093
NN
939.565;0;9.61186;190;-107.2;0.985638
0;0;-249.94;190;-94.7186;1.52785
0;0;387.062;190;121.914;0.829579
NN
939.565;0;82.5691;190;-324.51;0.572111
938.272;1;161.807;190;301.028;390.021
938.272;1;31.9185;190;257.408;43.8395
0.510999;-1;31.9467;190.223;257.7;0.00149821
NN
939.565;0;1.00232;190;191.671;76.8622
0;0;71.2839;190;119.039;2.19109
NN
939.565;0;205.142;190;-118.402;60.6331
NN
939.565;0;63.8055;190;11.6372;72.1428
NN
939.565;0;-329.642;190;52.3439;55.9261
NN
939.565;0;65.3332;190;73.0394;0.184189
0;0;-81.9915;190;52.9579;1.29887
NN
939.565;0;-16.5971;190;-108.417;1.93584
0;0;-34.8972;190;243.687;2.95725
NN
939.565;0;-146.457;190;206.084;4.20231
0;0;-477.239;190;86.4721;0.868882
0;0;117.984;190;-54.6527;0.680935
0;0;-80.5424;190;89.1213;0.979603
NN
939.565;0;-14.6281;190;87.674;1.4056
NN
939.565;0;74.4331;190;171.185;1.18153
0;0;113.027;190;65.7563;0.433203
NN
939.565;0;60.9952;190;-437.299;0.0643676
NN
939.565;0;-475.659;190;-169.198;0.442587
NN
939.565;0;-279.32;190;-174.483;1.00336
NN
939.565;0;-240.328;190;-448.55;2.37826
NN
939.565;0;-326.45;190;365.56;3.33102
938.272;1;-71.2824;190;374.772;981.486
NN
939.565;0;205.615;190;128.724;0.987505
NN
939.565;0;35.5901;190;28.2461;4.11085
NN
939.565;0;-92.3921;190;-3.73383;3.76086
NN
939.565;0;-154.253;190;-73.7765;1.62267
NN
939.565;0;62.2228;190;12.3758;4.99646
NN
939.565;0;-133.952;190;-209.236;0.535895
NN
939.565;0;113.274;190;98.0939;1.40823
NN
939.565;0;113.666;190;117.332;4.5483
NN
939.565;0;62.4572;190;194.276;4.38015
NN
939.565;0;-225.373;190;-150.636;12.6297
NN
939.565;0;-130.708;190;69.2325;50.1259
NN
939.565;0;496.787;190;-18.2113;1.35915
NN
939.565;0;-63.8371;190;107.608;2.53274
NN
939.565;0;-305.484;190;-79.571;0.959504
0;0;-81.17;190;-25.3367;1.36586
NN
939.565;0;188.554;190;298.452;5.46295
NN
939.565;0;6.96232;190;78.3426;7.26718
0;0;-36.8748;190;93.6582;0.540904
NN
939.565;0;-24.2527;190;1.96263;9.98073
NN
939.565;0;-110.085;190;-413.191;0.59971
NN
939.565;0;197.064;190;44.8495;11.6764
NN
939.565;0;319.137;190;71.0351;21.7114
NN
939.565;0;-67.1599;190;-201.695;0.301158
938.272;1;25.1203;190;105.531;240.205
139.57;-1;172.695;190;394.437;536.693
0;0;118.208;190;78.3153;1.9087
0;0;51.2556;190;169.376;3.41137
NN
939.565;0;-71.7583;190;234.595;0.544145
NN
939.565;0;356.337;190;462.067;0.651689
NN
939.565;0;-171.056;190;367.609;5.77251
NN
939.565;0;130.151;190;154.408;6.89712
0;0;-71.1765;190;-117.433;0.984859
0;0;126.83;190;-410.008;0.429347
NN
939.565;0;-2.99912;190;30.1956;8.68288
NN
939.565;0;95.9851;190;225.303;1.59561
